opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00016303,,ACC006570,Opportunity 16303,Angebot,4195.94,46.5,2022-07-14,2022-01-20,Messe,Neukunde,14281
OPP00016304,,ACC010591,Opportunity 16304,Verhandlung,4499.78,37.2,2025-05-12,2025-01-25,Telefonakquise,Bestandskunde - Zusatzprodukt,2796
OPP00016305,,ACC009956,Opportunity 16305,Angebot,41642.61,61.8,2021-12-26,2021-08-26,Messe,Bestandskunde - Upgrade,8771
OPP00016306,,ACC012896,Opportunity 16306,Angebot,43988.9,58.8,2024-02-19,2023-09-06,Webseite,Bestandskunde - Upgrade,
OPP00016307,,ACC009218,Opportunity 16307,Angebot,3929.15,55.6,2025-02-01,2024-10-10,Empfehlung,Bestandskunde - Upgrade,280
OPP00016308,,ACC011188,Opportunity 16308,Verhandlung,13414.38,14.4,2021-06-22,2021-01-23,Telefonakquise,Bestandskunde - Upgrade,15964
OPP00016309,,ACC000357,Opportunity 16309,Angebot,42041.88,50.1,2023-07-14,2023-04-05,Webseite,Neukunde,
OPP00016310,,ACC013980,Opportunity 16310,Angebot,25590.08,41.8,2025-10-08,2025-06-09,Empfehlung,Bestandskunde - Upgrade,2017
OPP00016311,,ACC003847,Opportunity 16311,Qualifizierung,24488.0,37.2,2025-04-10,2025-02-23,Webseite,Bestandskunde - Zusatzprodukt,15785
OPP00016312,16312,ACC019800,Opportunity 16312,Closed Won,43622.89,100.0,2022-08-30,2022-05-03,Messe,Bestandskunde - Upgrade,9462
OPP00016313,,ACC005524,Opportunity 16313,Verhandlung,714.49,44.7,2024-05-27,2024-02-13,Social Media,Bestandskunde - Zusatzprodukt,1932
OPP00016314,,ACC019568,Opportunity 16314,Qualifizierung,674.39,51.6,2025-02-28,2024-12-26,Messe,Bestandskunde - Zusatzprodukt,15085
OPP00016315,,ACC011338,Opportunity 16315,Angebot,35709.42,31.0,2021-12-22,2021-09-29,Empfehlung,Bestandskunde - Zusatzprodukt,8664
OPP00016316,16316,ACC009444,Opportunity 16316,Closed Won,7714.97,100.0,2025-05-23,2025-01-30,Telefonakquise,Neukunde,
OPP00016317,16317,ACC001195,Opportunity 16317,Closed Won,12175.12,100.0,2024-09-12,2024-04-19,Telefonakquise,Bestandskunde - Zusatzprodukt,11379
OPP00016318,,ACC007895,Opportunity 16318,Qualifizierung,33753.59,16.3,2024-11-12,2024-08-13,Social Media,Bestandskunde - Upgrade,11001
OPP00016319,,ACC018971,Opportunity 16319,Verhandlung,41440.36,64.4,2025-05-15,2025-04-04,Webseite,Bestandskunde - Zusatzprodukt,14906
OPP00016320,,ACC007484,Opportunity 16320,Closed Lost,16979.0,0.0,2025-05-01,2025-03-13,Telefonakquise,Neukunde,
OPP00016321,,ACC008042,Opportunity 16321,Interessent,1402.14,33.7,2022-06-27,2022-04-17,Empfehlung,Bestandskunde - Zusatzprodukt,4812
OPP00016322,,ACC014902,Opportunity 16322,Closed Lost,40532.05,0.0,2022-08-02,2022-02-28,Telefonakquise,Bestandskunde - Zusatzprodukt,10548
OPP00016323,,ACC007361,Opportunity 16323,Angebot,15516.6,28.0,2021-08-28,2021-04-06,Webseite,Bestandskunde - Upgrade,4041
OPP00016324,,ACC015078,Opportunity 16324,Angebot,38312.74,56.9,2023-11-28,2023-06-16,Empfehlung,Neukunde,6848
OPP00016325,,ACC001352,Opportunity 16325,Closed Lost,13179.48,0.0,2024-06-24,2024-04-21,Messe,Neukunde,241
OPP00016326,,ACC003957,Opportunity 16326,Angebot,7214.15,60.0,2024-03-17,2024-01-08,Empfehlung,Bestandskunde - Upgrade,91
OPP00016327,16327,ACC013583,Opportunity 16327,Closed Won,37603.2,100.0,2023-07-15,2023-02-20,Empfehlung,Neukunde,15959
OPP00016328,,ACC015085,Opportunity 16328,Qualifizierung,8182.75,56.8,2023-10-31,2023-06-02,Webseite,Neukunde,8022
OPP00016329,,ACC001455,Opportunity 16329,Interessent,18655.84,15.8,2022-03-06,2022-02-02,Social Media,Neukunde,1641
OPP00016330,,ACC017244,Opportunity 16330,Angebot,31259.53,18.1,2023-02-08,2022-09-22,Partner,Bestandskunde - Upgrade,
OPP00016331,,ACC017149,Opportunity 16331,Interessent,3654.75,17.5,2024-06-20,2024-04-24,Messe,Bestandskunde - Zusatzprodukt,
OPP00016332,,ACC003961,Opportunity 16332,Interessent,3429.93,43.5,2023-01-18,2022-12-03,Telefonakquise,Bestandskunde - Zusatzprodukt,6441
OPP00016333,,ACC009116,Opportunity 16333,Verhandlung,47704.54,52.8,2022-10-08,2022-05-05,Messe,Bestandskunde - Zusatzprodukt,744
OPP00016334,,ACC017008,Opportunity 16334,Verhandlung,48219.32,14.7,2021-04-29,2021-02-25,Telefonakquise,Bestandskunde - Zusatzprodukt,6486
OPP00016335,,ACC013711,Opportunity 16335,Interessent,27517.3,57.9,2022-11-05,2022-05-13,Telefonakquise,Bestandskunde - Upgrade,9734
OPP00016336,,ACC008894,Opportunity 16336,Qualifizierung,23171.17,48.9,2023-07-07,2023-04-19,Partner,Bestandskunde - Upgrade,
OPP00016337,16337,ACC012604,Opportunity 16337,Closed Won,1341.0,100.0,2025-01-27,2024-11-03,Empfehlung,Neukunde,
OPP00016338,16338,ACC000351,Opportunity 16338,Closed Won,23138.09,100.0,2022-05-10,2021-11-15,Social Media,Neukunde,15777
OPP00016339,16339,ACC010879,Opportunity 16339,Closed Won,27619.68,100.0,2022-10-25,2022-05-28,Partner,Neukunde,11172
OPP00016340,16340,ACC011139,Opportunity 16340,Closed Won,13772.07,100.0,2021-11-12,2021-06-10,Social Media,Bestandskunde - Upgrade,10459
OPP00016341,,ACC011220,Opportunity 16341,Closed Lost,7966.94,0.0,2024-02-09,2023-08-15,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00016342,,ACC001069,Opportunity 16342,Angebot,5307.3,40.9,2024-08-22,2024-07-21,Messe,Bestandskunde - Upgrade,
OPP00016343,,ACC018140,Opportunity 16343,Closed Lost,14452.47,0.0,2023-01-25,2022-07-29,Webseite,Bestandskunde - Upgrade,
OPP00016344,,ACC019969,Opportunity 16344,Verhandlung,47044.29,56.3,2025-03-02,2024-10-15,Telefonakquise,Bestandskunde - Upgrade,2330
OPP00016345,,ACC013454,Opportunity 16345,Angebot,12738.29,29.6,2023-07-29,2023-03-11,Empfehlung,Bestandskunde - Zusatzprodukt,2658
OPP00016346,,ACC019564,Opportunity 16346,Qualifizierung,13553.32,61.9,2023-09-13,2023-06-11,Empfehlung,Bestandskunde - Upgrade,3905
OPP00016347,,ACC005725,Opportunity 16347,Closed Lost,20259.86,0.0,2021-12-11,2021-08-27,Telefonakquise,Neukunde,1746
OPP00016348,,ACC012952,Opportunity 16348,Interessent,34374.54,21.2,2021-11-07,2021-06-17,Partner,Bestandskunde - Upgrade,13425
OPP00016349,,ACC005642,Opportunity 16349,Qualifizierung,11137.91,19.3,2023-02-28,2022-11-10,Webseite,Bestandskunde - Upgrade,7335
OPP00016350,,ACC006684,Opportunity 16350,Closed Lost,15984.64,0.0,2023-07-27,2023-05-18,Webseite,Bestandskunde - Upgrade,9734
OPP00016351,16351,ACC013866,Opportunity 16351,Closed Won,29277.87,100.0,2021-12-09,2021-06-23,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00016352,16352,ACC010114,Opportunity 16352,Closed Won,40146.69,100.0,2022-07-09,2022-05-20,Messe,Neukunde,
OPP00016353,,ACC013082,Opportunity 16353,Verhandlung,26452.38,61.0,2022-05-30,2022-04-17,Webseite,Neukunde,12284
OPP00016354,,ACC008713,Opportunity 16354,Qualifizierung,21524.28,13.3,2024-11-15,2024-07-27,Partner,Bestandskunde - Zusatzprodukt,6511
OPP00016355,,ACC009712,Opportunity 16355,Interessent,37777.41,15.5,2022-09-25,2022-04-13,Webseite,Bestandskunde - Upgrade,4025
OPP00016356,,ACC015617,Opportunity 16356,Qualifizierung,24753.51,33.2,2021-10-06,2021-06-30,Messe,Bestandskunde - Zusatzprodukt,
OPP00016357,16357,ACC012319,Opportunity 16357,Closed Won,23721.33,100.0,2024-05-26,2023-12-10,Telefonakquise,Bestandskunde - Zusatzprodukt,3676
OPP00016358,,ACC005654,Opportunity 16358,Closed Lost,28766.92,0.0,2024-08-06,2024-03-04,Messe,Bestandskunde - Zusatzprodukt,14631
OPP00016359,,ACC018033,Opportunity 16359,Closed Lost,15631.71,0.0,2022-10-06,2022-07-06,Telefonakquise,Bestandskunde - Zusatzprodukt,7958
OPP00016360,,ACC003477,Opportunity 16360,Verhandlung,6441.97,19.3,2024-01-19,2023-10-11,Messe,Neukunde,903
OPP00016361,,ACC010214,Opportunity 16361,Closed Lost,39959.43,0.0,2025-04-13,2024-10-17,Telefonakquise,Neukunde,2500
OPP00016362,,ACC016293,Opportunity 16362,Closed Lost,19320.57,0.0,2023-02-16,2022-11-13,Messe,Bestandskunde - Zusatzprodukt,
OPP00016363,,ACC001206,Opportunity 16363,Angebot,36678.66,37.8,2022-05-24,2022-04-23,Webseite,Neukunde,10749
OPP00016364,,ACC015684,Opportunity 16364,Interessent,16660.62,56.2,2021-03-27,2021-02-20,Telefonakquise,Neukunde,
OPP00016365,,ACC001701,Opportunity 16365,Verhandlung,39878.89,27.2,2022-02-10,2022-01-09,Social Media,Bestandskunde - Upgrade,15739
OPP00016366,16366,ACC019571,Opportunity 16366,Closed Won,12685.41,100.0,2022-08-20,2022-02-22,Partner,Neukunde,
OPP00016367,,ACC014454,Opportunity 16367,Interessent,46169.51,50.9,2023-04-22,2022-12-17,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00016368,16368,ACC012834,Opportunity 16368,Closed Won,26267.05,100.0,2022-09-09,2022-03-17,Telefonakquise,Bestandskunde - Upgrade,5234
OPP00016369,,ACC011018,Opportunity 16369,Closed Lost,15173.2,0.0,2025-01-30,2024-10-02,Webseite,Neukunde,
OPP00016370,16370,ACC019615,Opportunity 16370,Closed Won,20346.99,100.0,2022-10-20,2022-05-19,Social Media,Neukunde,1163
OPP00016371,,ACC017653,Opportunity 16371,Interessent,24129.73,71.0,2024-04-23,2023-11-24,Telefonakquise,Bestandskunde - Zusatzprodukt,4298
OPP00016372,16372,ACC019670,Opportunity 16372,Closed Won,44204.97,100.0,2023-09-11,2023-06-06,Telefonakquise,Bestandskunde - Zusatzprodukt,926
OPP00016373,,ACC011604,Opportunity 16373,Angebot,28612.6,31.4,2023-12-26,2023-08-06,Social Media,Bestandskunde - Zusatzprodukt,7353
OPP00016374,,ACC013087,Opportunity 16374,Interessent,20814.17,18.4,2021-04-08,2021-02-19,Messe,Bestandskunde - Zusatzprodukt,13675
OPP00016375,,ACC016363,Opportunity 16375,Closed Lost,18478.76,0.0,2025-09-10,2025-05-04,Telefonakquise,Neukunde,
OPP00016376,,ACC017642,Opportunity 16376,Closed Lost,39746.23,0.0,2022-05-07,2021-11-20,Messe,Bestandskunde - Upgrade,10994
OPP00016377,,ACC000825,Opportunity 16377,Closed Lost,41758.71,0.0,2025-05-14,2025-04-07,Empfehlung,Bestandskunde - Zusatzprodukt,2117
OPP00016378,,ACC006646,Opportunity 16378,Angebot,7991.0,72.1,2022-07-11,2022-01-19,Telefonakquise,Bestandskunde - Zusatzprodukt,12017
OPP00016379,,ACC009347,Opportunity 16379,Qualifizierung,40150.13,60.8,2024-03-21,2023-11-08,Messe,Bestandskunde - Upgrade,9847
OPP00016380,16380,ACC009272,Opportunity 16380,Closed Won,8192.32,100.0,2021-06-06,2021-01-18,Social Media,Bestandskunde - Zusatzprodukt,
OPP00016381,,ACC014703,Opportunity 16381,Interessent,33482.45,62.1,2022-08-30,2022-07-11,Partner,Neukunde,11712
OPP00016382,16382,ACC000982,Opportunity 16382,Closed Won,528.82,100.0,2024-10-21,2024-08-09,Empfehlung,Neukunde,
OPP00016383,,ACC014544,Opportunity 16383,Angebot,21662.88,32.0,2025-05-10,2025-03-23,Webseite,Bestandskunde - Zusatzprodukt,15826
OPP00016384,,ACC010032,Opportunity 16384,Verhandlung,41249.26,65.7,2022-07-12,2022-01-23,Empfehlung,Neukunde,
OPP00016385,,ACC010354,Opportunity 16385,Verhandlung,13414.02,56.7,2021-12-15,2021-08-30,Telefonakquise,Bestandskunde - Zusatzprodukt,4011
OPP00016386,16386,ACC007071,Opportunity 16386,Closed Won,34704.91,100.0,2022-09-12,2022-03-28,Telefonakquise,Bestandskunde - Zusatzprodukt,5668
OPP00016387,,ACC001596,Opportunity 16387,Angebot,614.51,66.0,2023-04-09,2023-01-11,Social Media,Bestandskunde - Upgrade,15027
OPP00016388,,ACC009547,Opportunity 16388,Verhandlung,30325.86,49.8,2025-08-25,2025-04-21,Partner,Neukunde,15563
OPP00016389,,ACC012297,Opportunity 16389,Interessent,35895.91,24.0,2022-02-11,2021-09-10,Telefonakquise,Bestandskunde - Zusatzprodukt,12592
OPP00016390,,ACC010888,Opportunity 16390,Angebot,1018.63,23.2,2025-07-20,2025-03-04,Webseite,Bestandskunde - Zusatzprodukt,10508
OPP00016391,,ACC000598,Opportunity 16391,Qualifizierung,48926.35,26.4,2024-04-25,2024-03-03,Empfehlung,Bestandskunde - Upgrade,
OPP00016392,,ACC006264,Opportunity 16392,Verhandlung,45509.19,23.8,2022-05-08,2022-02-26,Partner,Neukunde,
OPP00016393,16393,ACC013014,Opportunity 16393,Closed Won,17511.81,100.0,2023-09-15,2023-04-18,Partner,Bestandskunde - Zusatzprodukt,5711
OPP00016394,,ACC002777,Opportunity 16394,Angebot,19480.43,65.9,2025-08-01,2025-05-18,Partner,Bestandskunde - Upgrade,7869
OPP00016395,,ACC003043,Opportunity 16395,Interessent,35474.58,48.7,2023-11-08,2023-06-22,Partner,Neukunde,1035
OPP00016396,,ACC002496,Opportunity 16396,Qualifizierung,45807.65,20.5,2023-09-23,2023-04-08,Messe,Bestandskunde - Zusatzprodukt,13865
OPP00016397,,ACC013639,Opportunity 16397,Angebot,13326.53,76.0,2024-02-26,2023-12-16,Empfehlung,Neukunde,11682
OPP00016398,,ACC012297,Opportunity 16398,Qualifizierung,37793.51,46.4,2021-05-16,2021-01-20,Empfehlung,Neukunde,
OPP00016399,,ACC004166,Opportunity 16399,Verhandlung,652.25,33.7,2024-05-24,2024-01-01,Webseite,Neukunde,
OPP00016400,,ACC008803,Opportunity 16400,Verhandlung,49263.73,12.7,2023-03-27,2023-01-04,Social Media,Neukunde,
OPP00016401,,ACC006429,Opportunity 16401,Interessent,12814.34,29.7,2023-12-24,2023-10-01,Webseite,Neukunde,7399
OPP00016402,16402,ACC012193,Opportunity 16402,Closed Won,32820.01,100.0,2024-12-07,2024-08-17,Telefonakquise,Bestandskunde - Zusatzprodukt,4265
OPP00016403,,ACC009508,Opportunity 16403,Verhandlung,10310.44,21.8,2025-09-23,2025-05-18,Webseite,Bestandskunde - Zusatzprodukt,1454
OPP00016404,,ACC017697,Opportunity 16404,Qualifizierung,9799.66,30.1,2023-03-17,2022-10-04,Webseite,Bestandskunde - Zusatzprodukt,7530
OPP00016405,,ACC012403,Opportunity 16405,Interessent,17983.62,22.3,2022-08-09,2022-04-20,Webseite,Neukunde,
OPP00016406,,ACC005252,Opportunity 16406,Qualifizierung,44236.13,31.2,2025-05-28,2024-12-02,Telefonakquise,Bestandskunde - Zusatzprodukt,5264
OPP00016407,,ACC018693,Opportunity 16407,Verhandlung,10320.0,44.3,2021-07-25,2021-02-09,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00016408,16408,ACC014206,Opportunity 16408,Closed Won,33140.56,100.0,2025-06-02,2025-01-02,Social Media,Bestandskunde - Zusatzprodukt,
OPP00016409,,ACC006048,Opportunity 16409,Verhandlung,18937.28,13.0,2021-09-29,2021-07-03,Messe,Bestandskunde - Upgrade,
OPP00016410,,ACC009235,Opportunity 16410,Angebot,48830.79,23.4,2024-11-19,2024-10-10,Webseite,Bestandskunde - Upgrade,15367
OPP00016411,,ACC015861,Opportunity 16411,Verhandlung,21805.92,53.3,2021-11-30,2021-09-24,Partner,Bestandskunde - Zusatzprodukt,14232
OPP00016412,,ACC010276,Opportunity 16412,Closed Lost,49291.75,0.0,2021-11-14,2021-05-28,Social Media,Bestandskunde - Upgrade,6961
OPP00016413,,ACC009997,Opportunity 16413,Interessent,30241.84,76.5,2025-07-21,2025-06-18,Empfehlung,Neukunde,
OPP00016414,,ACC002018,Opportunity 16414,Qualifizierung,43880.72,44.7,2024-04-15,2023-11-08,Empfehlung,Neukunde,14834
OPP00016415,,ACC003974,Opportunity 16415,Qualifizierung,6946.9,60.2,2023-05-31,2023-03-30,Telefonakquise,Neukunde,6308
OPP00016416,,ACC003004,Opportunity 16416,Verhandlung,15243.67,74.1,2025-08-29,2025-03-16,Social Media,Bestandskunde - Zusatzprodukt,3111
OPP00016417,16417,ACC006553,Opportunity 16417,Closed Won,10673.36,100.0,2022-09-03,2022-03-22,Webseite,Bestandskunde - Zusatzprodukt,15143
OPP00016418,,ACC004540,Opportunity 16418,Angebot,29392.5,20.5,2021-09-03,2021-05-06,Messe,Bestandskunde - Upgrade,
OPP00016419,16419,ACC004475,Opportunity 16419,Closed Won,22943.58,100.0,2022-05-18,2021-11-19,Telefonakquise,Neukunde,12109
OPP00016420,,ACC009105,Opportunity 16420,Qualifizierung,34456.75,71.9,2025-06-16,2025-02-20,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00016421,,ACC005924,Opportunity 16421,Interessent,16694.93,63.1,2025-06-17,2025-02-28,Messe,Bestandskunde - Upgrade,14994
OPP00016422,,ACC014079,Opportunity 16422,Qualifizierung,31679.24,29.8,2024-07-02,2024-03-21,Social Media,Bestandskunde - Zusatzprodukt,4232
OPP00016423,,ACC006734,Opportunity 16423,Interessent,8335.45,44.2,2022-10-24,2022-05-14,Empfehlung,Bestandskunde - Upgrade,9551
OPP00016424,,ACC011821,Opportunity 16424,Closed Lost,27559.58,0.0,2022-10-23,2022-07-24,Webseite,Neukunde,2345
OPP00016425,,ACC004560,Opportunity 16425,Closed Lost,39758.6,0.0,2021-06-29,2021-04-02,Telefonakquise,Neukunde,699
OPP00016426,,ACC000491,Opportunity 16426,Angebot,18337.78,63.4,2021-12-05,2021-06-22,Telefonakquise,Neukunde,
OPP00016427,,ACC008952,Opportunity 16427,Angebot,10293.9,30.4,2022-12-10,2022-09-06,Telefonakquise,Bestandskunde - Upgrade,
OPP00016428,,ACC012923,Opportunity 16428,Verhandlung,35330.44,28.9,2023-04-30,2022-12-21,Telefonakquise,Bestandskunde - Zusatzprodukt,6216
OPP00016429,,ACC019834,Opportunity 16429,Closed Lost,31766.34,0.0,2024-11-22,2024-08-16,Webseite,Bestandskunde - Zusatzprodukt,9261
OPP00016430,,ACC009559,Opportunity 16430,Qualifizierung,19796.34,53.1,2023-06-02,2022-12-10,Webseite,Bestandskunde - Zusatzprodukt,6049
OPP00016431,,ACC013865,Opportunity 16431,Closed Lost,47164.12,0.0,2024-07-04,2024-02-17,Webseite,Bestandskunde - Upgrade,15035
OPP00016432,,ACC012883,Opportunity 16432,Interessent,36407.89,49.1,2024-05-24,2024-02-27,Messe,Neukunde,
OPP00016433,,ACC003350,Opportunity 16433,Qualifizierung,6362.85,56.6,2022-01-10,2021-10-05,Messe,Neukunde,1183
OPP00016434,16434,ACC010927,Opportunity 16434,Closed Won,38605.21,100.0,2025-04-06,2025-03-06,Partner,Bestandskunde - Zusatzprodukt,9606
OPP00016435,,ACC008861,Opportunity 16435,Closed Lost,16896.38,0.0,2024-11-09,2024-07-08,Empfehlung,Neukunde,15316
OPP00016436,,ACC008200,Opportunity 16436,Verhandlung,21001.69,47.7,2024-11-24,2024-06-13,Messe,Neukunde,12483
OPP00016437,,ACC019167,Opportunity 16437,Angebot,35348.78,62.4,2025-03-30,2025-02-10,Messe,Neukunde,7375
OPP00016438,,ACC013560,Opportunity 16438,Qualifizierung,28905.15,55.2,2024-11-29,2024-06-06,Empfehlung,Bestandskunde - Upgrade,11019
OPP00016439,,ACC013003,Opportunity 16439,Angebot,39617.01,61.4,2022-02-23,2021-10-12,Social Media,Neukunde,9703
OPP00016440,,ACC014440,Opportunity 16440,Angebot,35125.79,48.4,2022-01-21,2021-08-24,Webseite,Bestandskunde - Upgrade,2051
OPP00016441,,ACC005564,Opportunity 16441,Angebot,33722.13,35.6,2023-05-09,2023-03-10,Empfehlung,Bestandskunde - Upgrade,
OPP00016442,,ACC003648,Opportunity 16442,Angebot,9171.12,28.2,2022-08-18,2022-04-02,Telefonakquise,Neukunde,
OPP00016443,,ACC009416,Opportunity 16443,Verhandlung,38402.69,51.3,2023-09-21,2023-08-01,Empfehlung,Bestandskunde - Upgrade,
OPP00016444,,ACC011134,Opportunity 16444,Closed Lost,4044.85,0.0,2024-11-29,2024-08-13,Messe,Neukunde,
OPP00016445,,ACC002514,Opportunity 16445,Verhandlung,39271.0,33.9,2021-09-21,2021-04-29,Partner,Bestandskunde - Zusatzprodukt,5396
OPP00016446,16446,ACC008911,Opportunity 16446,Closed Won,2052.51,100.0,2021-10-10,2021-07-19,Empfehlung,Neukunde,15897
OPP00016447,,ACC015545,Opportunity 16447,Qualifizierung,43734.12,28.5,2024-06-21,2024-02-06,Messe,Bestandskunde - Zusatzprodukt,9255
OPP00016448,16448,ACC019353,Opportunity 16448,Closed Won,37468.38,100.0,2024-09-09,2024-06-21,Messe,Neukunde,3857
OPP00016449,,ACC011198,Opportunity 16449,Interessent,8922.06,42.9,2024-12-30,2024-07-16,Partner,Bestandskunde - Upgrade,3389
OPP00016450,,ACC015405,Opportunity 16450,Angebot,804.46,53.5,2025-04-24,2025-02-27,Empfehlung,Bestandskunde - Zusatzprodukt,10579
OPP00016451,,ACC011115,Opportunity 16451,Qualifizierung,17677.19,32.3,2024-06-23,2024-04-21,Empfehlung,Bestandskunde - Upgrade,
OPP00016452,,ACC008543,Opportunity 16452,Closed Lost,27218.7,0.0,2025-01-22,2024-09-19,Social Media,Bestandskunde - Zusatzprodukt,6874
OPP00016453,16453,ACC010699,Opportunity 16453,Closed Won,21751.59,100.0,2024-02-05,2023-10-17,Webseite,Bestandskunde - Zusatzprodukt,
OPP00016454,16454,ACC013285,Opportunity 16454,Closed Won,36202.37,100.0,2024-02-12,2023-11-08,Messe,Neukunde,
OPP00016455,,ACC010074,Opportunity 16455,Qualifizierung,11779.47,20.2,2022-04-28,2022-03-04,Messe,Bestandskunde - Zusatzprodukt,
OPP00016456,,ACC013406,Opportunity 16456,Angebot,23505.21,72.7,2024-10-27,2024-08-18,Webseite,Bestandskunde - Zusatzprodukt,10637
OPP00016457,,ACC006973,Opportunity 16457,Closed Lost,5665.8,0.0,2022-12-07,2022-08-08,Empfehlung,Neukunde,2410
OPP00016458,,ACC003275,Opportunity 16458,Qualifizierung,8007.86,24.6,2025-01-27,2024-12-24,Partner,Neukunde,
OPP00016459,,ACC002013,Opportunity 16459,Qualifizierung,5720.99,39.1,2025-01-12,2024-08-15,Social Media,Neukunde,9053
OPP00016460,,ACC014367,Opportunity 16460,Verhandlung,45686.98,63.8,2025-07-15,2025-03-26,Empfehlung,Neukunde,2817
OPP00016461,,ACC008099,Opportunity 16461,Interessent,29239.46,70.4,2024-03-26,2023-10-19,Telefonakquise,Neukunde,15787
OPP00016462,,ACC016669,Opportunity 16462,Verhandlung,5455.61,60.5,2022-06-01,2021-12-26,Social Media,Bestandskunde - Zusatzprodukt,5219
OPP00016463,,ACC001996,Opportunity 16463,Closed Lost,34965.78,0.0,2024-10-24,2024-07-11,Messe,Bestandskunde - Zusatzprodukt,
OPP00016464,,ACC006162,Opportunity 16464,Angebot,18167.45,17.4,2022-02-15,2021-09-13,Partner,Neukunde,15551
OPP00016465,,ACC012102,Opportunity 16465,Angebot,12583.61,45.4,2025-07-28,2025-02-10,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00016466,16466,ACC017818,Opportunity 16466,Closed Won,30561.59,100.0,2022-10-03,2022-08-21,Social Media,Neukunde,12256
OPP00016467,16467,ACC019707,Opportunity 16467,Closed Won,29956.95,100.0,2024-06-18,2024-01-27,Empfehlung,Bestandskunde - Upgrade,
OPP00016468,16468,ACC018052,Opportunity 16468,Closed Won,35025.34,100.0,2023-06-23,2023-03-31,Partner,Neukunde,2055
OPP00016469,,ACC017069,Opportunity 16469,Closed Lost,44329.61,0.0,2024-04-08,2023-12-11,Social Media,Bestandskunde - Zusatzprodukt,5531
OPP00016470,16470,ACC004510,Opportunity 16470,Closed Won,27392.82,100.0,2024-11-16,2024-10-15,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00016471,,ACC001092,Opportunity 16471,Qualifizierung,48822.21,15.3,2023-01-25,2022-08-25,Messe,Neukunde,9756
OPP00016472,,ACC010067,Opportunity 16472,Angebot,23017.72,29.7,2021-06-11,2021-04-05,Partner,Bestandskunde - Upgrade,1357
OPP00016473,,ACC006108,Opportunity 16473,Closed Lost,20548.18,0.0,2023-10-11,2023-08-17,Partner,Bestandskunde - Upgrade,
OPP00016474,,ACC008954,Opportunity 16474,Closed Lost,45252.26,0.0,2024-06-18,2024-04-08,Messe,Bestandskunde - Zusatzprodukt,5032
OPP00016475,,ACC018224,Opportunity 16475,Qualifizierung,12977.18,52.6,2023-07-29,2023-06-27,Messe,Bestandskunde - Zusatzprodukt,9529
OPP00016476,,ACC012931,Opportunity 16476,Interessent,27176.72,76.3,2022-02-16,2021-11-17,Messe,Bestandskunde - Zusatzprodukt,11847
OPP00016477,16477,ACC010099,Opportunity 16477,Closed Won,43221.03,100.0,2022-04-26,2021-11-15,Messe,Bestandskunde - Zusatzprodukt,
OPP00016478,,ACC008675,Opportunity 16478,Qualifizierung,43810.68,38.7,2024-06-15,2024-05-04,Empfehlung,Neukunde,8634
OPP00016479,,ACC000834,Opportunity 16479,Closed Lost,45411.49,0.0,2021-06-20,2021-03-17,Telefonakquise,Neukunde,11335
OPP00016480,16480,ACC005191,Opportunity 16480,Closed Won,49220.4,100.0,2024-09-30,2024-08-13,Messe,Bestandskunde - Zusatzprodukt,
OPP00016481,16481,ACC008735,Opportunity 16481,Closed Won,9209.85,100.0,2022-07-04,2022-01-11,Telefonakquise,Bestandskunde - Upgrade,3242
OPP00016482,,ACC007838,Opportunity 16482,Angebot,12596.44,32.0,2023-03-26,2022-12-27,Messe,Neukunde,
OPP00016483,16483,ACC017361,Opportunity 16483,Closed Won,47518.78,100.0,2025-04-27,2025-03-20,Messe,Bestandskunde - Zusatzprodukt,5380
OPP00016484,16484,ACC007327,Opportunity 16484,Closed Won,4572.42,100.0,2021-11-21,2021-07-09,Messe,Bestandskunde - Upgrade,13935
OPP00016485,,ACC008572,Opportunity 16485,Qualifizierung,26018.94,16.6,2022-11-03,2022-09-23,Partner,Bestandskunde - Zusatzprodukt,
OPP00016486,,ACC011899,Opportunity 16486,Angebot,28184.92,70.6,2024-11-13,2024-06-11,Webseite,Neukunde,13949
OPP00016487,,ACC006049,Opportunity 16487,Angebot,36888.16,47.2,2023-09-10,2023-03-24,Webseite,Neukunde,
OPP00016488,,ACC019310,Opportunity 16488,Verhandlung,49649.34,47.0,2022-12-14,2022-11-12,Empfehlung,Neukunde,7027
OPP00016489,,ACC010451,Opportunity 16489,Verhandlung,14291.97,66.3,2023-05-25,2022-12-16,Messe,Neukunde,
OPP00016490,,ACC009319,Opportunity 16490,Verhandlung,29033.99,22.8,2025-01-19,2024-09-18,Partner,Bestandskunde - Zusatzprodukt,8640
OPP00016491,,ACC011961,Opportunity 16491,Qualifizierung,28122.56,60.5,2021-09-16,2021-05-18,Webseite,Bestandskunde - Upgrade,13977
OPP00016492,,ACC001388,Opportunity 16492,Angebot,10857.47,19.3,2022-06-14,2022-03-19,Messe,Bestandskunde - Zusatzprodukt,
