cancellation_id,customer_key,product_key,cancellation_date,reason,channel,retention_offered,retention_accepted
469,5221,5,2023-05-19,Nicht mehr benötigt,Telefon,True,False
470,5235,5,2025-11-05,Preiserhöhung,Telefon,True,False
471,5333,5,2024-08-23,Umzug,Brief,True,False
472,5360,5,2023-08-18,Umzug,Telefon,False,False
473,5434,5,2024-04-18,Preiserhöhung,Telefon,True,True
474,5451,4,2023-05-10,Preiserhöhung,App,True,False
475,5454,4,2024-10-25,Wettbewerber,Email,False,False
476,5601,5,2024-09-17,Umzug,Telefon,True,False
477,5638,4,2023-07-15,Umzug,App,False,False
478,5706,4,2024-04-25,Sonstiges,Telefon,False,False
479,5739,4,2025-12-04,Preiserhöhung,Email,True,True
480,5757,5,2024-08-02,Wettbewerber,Email,False,False
481,5945,4,2025-05-19,Wettbewerber,App,False,False
482,5963,4,2024-07-06,Preiserhöhung,Brief,False,False
483,5985,4,2025-03-02,Nicht mehr benötigt,App,True,False
484,6153,5,2023-11-20,Unzufriedenheit,Email,True,False
485,6154,5,2024-02-08,Umzug,Email,True,False
486,6296,4,2024-09-27,Umzug,Email,False,False
487,6324,4,2023-08-17,Preiserhöhung,App,False,False
488,6339,5,2024-02-22,Preiserhöhung,Brief,False,False
489,6348,4,2025-05-18,Unzufriedenheit,Email,True,False
490,6490,5,2024-07-01,Sonstiges,Email,True,False
491,6495,5,2023-10-07,Preiserhöhung,Email,True,True
492,6570,4,2023-10-18,Umzug,Email,False,False
493,6638,5,2025-11-20,Nicht mehr benötigt,Telefon,False,False
494,6671,4,2025-06-23,Preiserhöhung,Email,True,False
495,6700,5,2025-03-01,Unzufriedenheit,Email,False,False
496,6702,5,2025-08-04,Unzufriedenheit,Email,False,False
497,6798,4,2023-11-17,Umzug,Brief,False,False
498,6806,5,2024-05-27,Unzufriedenheit,Telefon,True,False
499,6845,5,2025-11-20,Umzug,Email,False,False
500,6914,4,2025-07-03,Unzufriedenheit,Email,True,False
501,6924,4,2025-04-19,Wettbewerber,Email,False,False
502,7040,4,2024-06-06,Umzug,Telefon,False,False
503,7158,4,2024-07-16,Wettbewerber,App,True,False
504,7183,5,2023-01-09,Umzug,Telefon,False,False
505,7279,5,2024-08-27,Preiserhöhung,App,True,True
506,7360,5,2025-08-21,Preiserhöhung,Email,False,False
507,7505,4,2023-01-06,Preiserhöhung,Brief,False,False
508,7866,5,2023-11-01,Wettbewerber,Telefon,True,False
509,8065,5,2023-12-06,Umzug,Email,False,False
510,8073,5,2024-09-11,Preiserhöhung,Email,True,False
511,8198,4,2023-10-28,Umzug,Telefon,False,False
512,8271,4,2025-03-23,Umzug,Telefon,False,False
513,8330,4,2024-05-31,Umzug,Telefon,True,False
514,8339,4,2024-09-30,Wettbewerber,App,True,False
515,8526,5,2024-04-30,Umzug,Email,False,False
516,8848,5,2023-02-28,Nicht mehr benötigt,Email,True,True
517,8850,5,2024-02-07,Preiserhöhung,Telefon,True,False
518,8857,4,2025-01-11,Umzug,Telefon,True,False
519,8862,5,2023-03-21,Unzufriedenheit,App,True,True
520,8965,4,2023-11-18,Wettbewerber,Brief,False,False
521,9001,4,2023-08-16,Wettbewerber,Telefon,True,False
522,9047,4,2025-10-26,Unzufriedenheit,App,False,False
523,9131,5,2023-09-22,Umzug,Email,True,False
524,9167,4,2025-07-05,Unzufriedenheit,Email,False,False
525,9190,4,2024-07-22,Wettbewerber,Email,False,False
526,9282,5,2025-06-28,Wettbewerber,Email,True,False
527,9397,5,2024-05-12,Nicht mehr benötigt,Telefon,True,False
528,9514,5,2023-06-12,Nicht mehr benötigt,Email,True,False
529,9554,5,2023-01-04,Unzufriedenheit,Brief,False,False
530,9614,4,2024-01-17,Umzug,Email,False,False
531,9721,5,2025-04-23,Unzufriedenheit,Email,True,False
532,9857,5,2025-04-27,Umzug,Telefon,True,False
533,9982,4,2024-11-18,Unzufriedenheit,Email,True,False
534,9987,4,2025-05-07,Sonstiges,Email,True,False
535,10073,4,2023-11-22,Preiserhöhung,App,False,False
536,10177,4,2023-10-29,Preiserhöhung,Telefon,False,False
537,10184,5,2025-04-16,Umzug,App,True,False
538,10334,5,2023-03-16,Unzufriedenheit,Brief,False,False
539,10368,5,2025-09-14,Nicht mehr benötigt,Telefon,False,False
540,10413,5,2023-07-17,Sonstiges,Email,False,False
541,10440,5,2023-10-29,Umzug,Email,True,False
542,10479,4,2024-09-19,Umzug,App,True,False
543,10544,4,2023-09-20,Preiserhöhung,Email,True,True
544,10594,5,2023-04-04,Umzug,Telefon,False,False
545,10666,5,2024-02-06,Preiserhöhung,Email,False,False
546,10725,5,2025-01-10,Unzufriedenheit,App,False,False
547,10828,5,2025-06-13,Umzug,Email,True,True
548,10840,5,2025-11-28,Preiserhöhung,Brief,True,False
549,10882,4,2025-02-22,Preiserhöhung,Telefon,True,True
550,10889,5,2025-04-10,Wettbewerber,Telefon,False,False
551,11065,4,2025-10-26,Sonstiges,Email,True,False
552,11075,5,2025-09-26,Umzug,Brief,False,False
553,11324,4,2024-10-15,Preiserhöhung,Telefon,False,False
554,11402,4,2023-07-11,Umzug,Email,False,False
555,11433,5,2024-11-06,Wettbewerber,Brief,True,False
556,11669,5,2023-11-23,Umzug,Email,False,False
557,11687,5,2023-11-18,Wettbewerber,Email,False,False
558,11730,5,2024-12-09,Umzug,Telefon,False,False
559,11953,4,2024-11-08,Preiserhöhung,Telefon,True,False
560,11982,4,2025-03-08,Umzug,Telefon,False,False
561,12020,5,2023-09-17,Wettbewerber,App,True,False
562,12037,4,2024-06-13,Umzug,Telefon,True,True
563,12048,4,2023-12-09,Sonstiges,Email,False,False
564,12084,4,2025-07-28,Sonstiges,Email,True,True
565,12130,5,2024-06-07,Umzug,Brief,True,False
566,12212,5,2023-06-11,Preiserhöhung,Email,False,False
567,12288,5,2023-01-14,Nicht mehr benötigt,Telefon,True,True
568,12345,4,2024-06-16,Wettbewerber,Telefon,False,False
569,12539,4,2024-06-10,Wettbewerber,Telefon,True,False
570,12587,4,2024-09-19,Umzug,App,True,False
571,12642,4,2024-02-26,Nicht mehr benötigt,Email,True,False
572,12673,5,2025-07-30,Sonstiges,Telefon,True,False
573,12737,4,2023-11-26,Preiserhöhung,Email,True,False
574,12879,5,2025-12-05,Unzufriedenheit,App,True,False
575,12883,4,2024-01-02,Umzug,Email,True,False
576,13170,4,2024-07-24,Umzug,Brief,False,False
577,13208,5,2025-03-16,Umzug,Email,False,False
578,13209,4,2023-10-07,Sonstiges,App,False,False
579,13263,4,2024-07-30,Wettbewerber,Brief,True,False
580,13268,5,2025-09-01,Unzufriedenheit,Telefon,False,False
581,13269,4,2023-05-03,Unzufriedenheit,Email,False,False
582,13297,5,2025-07-03,Unzufriedenheit,Telefon,True,False
583,13419,4,2025-07-14,Umzug,App,False,False
584,13444,4,2025-11-09,Umzug,App,False,False
585,13478,4,2024-09-28,Unzufriedenheit,Email,True,False
586,13662,4,2024-04-17,Wettbewerber,Email,False,False
587,13927,4,2024-10-17,Wettbewerber,App,True,False
588,13970,4,2025-06-02,Nicht mehr benötigt,App,True,False
589,14014,4,2025-04-11,Preiserhöhung,Email,True,False
590,14122,4,2023-05-09,Unzufriedenheit,Telefon,False,False
591,14132,4,2023-08-26,Nicht mehr benötigt,Brief,True,False
592,14238,5,2024-05-18,Umzug,App,True,False
593,14300,5,2023-06-24,Umzug,Email,True,False
594,14309,4,2025-04-05,Wettbewerber,Telefon,False,False
595,14359,5,2023-02-24,Nicht mehr benötigt,Telefon,True,False
596,14394,5,2024-06-10,Wettbewerber,Email,True,True
597,14503,5,2024-06-20,Sonstiges,App,True,True
598,14553,4,2023-04-22,Umzug,Telefon,True,False
599,14697,5,2024-09-28,Unzufriedenheit,Brief,True,False
600,14860,4,2025-04-26,Preiserhöhung,Telefon,True,False
601,14864,5,2025-01-08,Preiserhöhung,Email,False,False
602,14868,5,2024-05-23,Sonstiges,Email,True,False
603,14869,5,2023-07-20,Nicht mehr benötigt,Brief,True,True
604,14872,4,2023-01-14,Preiserhöhung,App,False,False
605,14922,5,2023-05-12,Umzug,Brief,True,False
606,14933,4,2025-06-25,Umzug,Email,False,False
607,14970,5,2025-08-21,Preiserhöhung,Email,False,False
608,15005,5,2025-03-16,Umzug,App,False,False
609,15181,4,2025-12-11,Wettbewerber,Brief,True,False
610,15245,4,2025-12-31,Unzufriedenheit,Email,False,False
611,15361,4,2025-12-31,Preiserhöhung,App,True,False
612,15496,4,2024-01-21,Umzug,Email,True,False
613,15504,5,2024-09-17,Unzufriedenheit,App,False,False
614,15644,4,2025-11-14,Preiserhöhung,Brief,False,False
615,15674,4,2025-02-27,Unzufriedenheit,Email,True,False
616,15703,5,2024-03-12,Wettbewerber,Telefon,True,False
617,15745,4,2023-07-16,Wettbewerber,Email,True,False
618,15789,4,2025-07-31,Umzug,Telefon,True,True
619,15853,4,2023-12-17,Umzug,App,True,True
620,15938,5,2025-04-05,Wettbewerber,Email,True,False
621,15977,4,2024-07-19,Preiserhöhung,Telefon,False,False
622,16020,5,2023-06-21,Umzug,App,True,False
623,16039,5,2024-10-28,Unzufriedenheit,App,False,False
624,16073,5,2023-03-28,Wettbewerber,Email,True,True
625,16291,5,2023-10-12,Nicht mehr benötigt,Telefon,True,True
626,16303,4,2025-01-01,Nicht mehr benötigt,Email,True,False
627,16324,5,2023-07-07,Umzug,App,False,False
628,16325,4,2023-03-30,Wettbewerber,Email,True,False
629,16350,5,2024-10-09,Nicht mehr benötigt,Email,True,False
630,16449,4,2024-03-16,Unzufriedenheit,Telefon,False,False
631,16699,4,2025-12-16,Umzug,Email,True,True
632,16718,4,2024-03-17,Umzug,App,False,False
633,16749,4,2025-12-25,Unzufriedenheit,Email,True,False
634,16758,4,2023-03-10,Unzufriedenheit,Email,False,False
635,16774,4,2025-05-20,Wettbewerber,Email,True,True
636,16791,4,2023-08-05,Unzufriedenheit,App,True,True
637,16800,4,2024-06-29,Unzufriedenheit,App,True,False
638,16832,5,2025-07-22,Wettbewerber,Email,False,False
639,17000,4,2024-04-16,Umzug,App,False,False
640,17017,5,2024-01-02,Sonstiges,Telefon,True,False
641,17094,4,2024-04-28,Wettbewerber,Email,True,False
642,17099,4,2025-06-01,Unzufriedenheit,App,True,True
643,17300,5,2025-09-27,Sonstiges,App,False,False
644,17313,4,2024-08-02,Umzug,Brief,False,False
645,17489,4,2025-07-13,Wettbewerber,Brief,False,False
646,17602,5,2023-09-19,Umzug,Email,False,False
647,17764,5,2024-07-04,Umzug,Telefon,False,False
648,17928,5,2025-04-09,Unzufriedenheit,Email,False,False
649,17929,5,2025-02-11,Preiserhöhung,Telefon,True,False
650,17958,5,2023-07-29,Preiserhöhung,Telefon,True,True
651,17976,4,2024-10-02,Wettbewerber,App,True,False
652,18024,5,2024-10-04,Preiserhöhung,Telefon,True,True
653,18088,5,2025-03-07,Sonstiges,Email,False,False
654,18241,4,2023-04-16,Preiserhöhung,App,False,False
655,18307,5,2023-09-05,Unzufriedenheit,Email,True,False
656,18375,5,2025-12-15,Preiserhöhung,Email,True,False
657,18380,4,2023-07-07,Umzug,Email,False,False
658,18405,4,2025-03-23,Wettbewerber,Email,False,False
659,18498,4,2024-02-25,Preiserhöhung,Telefon,True,False
660,18523,5,2023-08-24,Umzug,Brief,True,False
661,18541,5,2025-08-03,Umzug,Email,False,False
662,18560,4,2024-07-06,Umzug,Brief,False,False
663,18568,5,2024-10-22,Wettbewerber,Email,False,False
664,18659,5,2025-04-30,Wettbewerber,App,False,False
665,18895,4,2023-06-04,Wettbewerber,App,True,False
666,18960,4,2024-04-20,Preiserhöhung,Brief,False,False
667,19031,4,2025-09-02,Unzufriedenheit,Telefon,True,False
668,19201,4,2024-11-25,Unzufriedenheit,Telefon,True,False
669,19312,5,2025-07-24,Preiserhöhung,App,True,False
670,19384,5,2024-02-06,Wettbewerber,Email,True,False
671,19400,5,2024-08-27,Preiserhöhung,Telefon,True,True
672,19411,5,2023-09-19,Nicht mehr benötigt,Email,False,False
673,19421,5,2024-11-10,Umzug,App,True,False
674,19457,5,2024-09-08,Preiserhöhung,Email,True,False
675,19495,5,2025-07-19,Preiserhöhung,Email,True,True
676,19566,5,2023-12-26,Wettbewerber,Telefon,False,False
677,19570,4,2024-04-28,Umzug,App,True,True
678,19572,4,2023-07-17,Nicht mehr benötigt,Email,False,False
679,19597,5,2023-09-22,Unzufriedenheit,App,True,False
680,19649,5,2024-09-30,Wettbewerber,Telefon,True,False
681,19657,4,2023-05-01,Unzufriedenheit,Email,True,False
682,19849,5,2025-10-24,Nicht mehr benötigt,Email,True,True
683,19956,4,2023-11-08,Wettbewerber,Brief,True,False
684,17371,12,2025-08-22,Preiserhöhung,Telefon,False,False
685,14307,2,2025-09-11,Nicht mehr benötigt,Brief,True,True
686,17961,3,2023-08-25,Nicht mehr benötigt,App,True,False
687,5003,3,2023-07-26,Sonstiges,Brief,True,True
688,6792,2,2025-09-26,Umzug,App,False,False
689,3073,2,2025-08-02,Nicht mehr benötigt,App,False,False
690,4800,2,2025-05-04,Nicht mehr benötigt,Brief,False,False
691,4539,1,2023-11-15,Umzug,Telefon,False,False
692,19312,3,2024-09-18,Preiserhöhung,App,False,False
693,17242,5,2025-06-30,Wettbewerber,Telefon,True,True
694,5397,2,2025-09-03,Wettbewerber,Telefon,False,False
695,11877,12,2023-03-10,Umzug,Brief,False,False
696,5737,3,2025-10-08,Sonstiges,App,False,False
697,4488,1,2025-10-20,Umzug,Telefon,True,False
698,6026,3,2025-04-27,Preiserhöhung,Telefon,True,False
699,1464,1,2024-01-16,Preiserhöhung,Email,True,False
700,11056,2,2025-11-13,Preiserhöhung,App,False,False
701,10903,12,2024-07-01,Wettbewerber,Telefon,True,False
702,15582,3,2025-05-16,Preiserhöhung,Email,True,False
703,16135,3,2025-10-10,Preiserhöhung,Email,True,False
704,4588,2,2025-11-27,Preiserhöhung,App,False,False
705,8866,1,2025-07-23,Wettbewerber,Brief,False,False
706,4691,12,2025-06-07,Umzug,App,True,False
707,4733,15,2023-05-07,Wettbewerber,Email,False,False
708,11458,2,2023-10-15,Umzug,Telefon,True,True
709,7661,3,2025-03-18,Umzug,Email,False,False
710,5328,5,2025-11-12,Nicht mehr benötigt,Email,True,True
711,12970,2,2025-07-16,Umzug,Email,False,False
712,14313,1,2025-09-25,Preiserhöhung,Email,True,False
713,348,3,2023-03-12,Sonstiges,Brief,True,False
714,4851,3,2024-04-29,Unzufriedenheit,Email,False,False
715,335,14,2025-08-20,Nicht mehr benötigt,App,False,False
716,3999,3,2023-06-01,Wettbewerber,Telefon,False,False
717,16866,1,2023-05-18,Sonstiges,Email,True,True
718,11309,2,2023-01-05,Wettbewerber,Brief,True,False
719,2395,13,2024-12-04,Preiserhöhung,Email,True,False
720,150,11,2023-02-17,Preiserhöhung,Brief,False,False
721,215,2,2024-05-23,Sonstiges,Email,False,False
722,1475,2,2025-09-22,Unzufriedenheit,Telefon,False,False
723,1519,1,2024-05-19,Unzufriedenheit,Brief,False,False
724,8920,11,2024-07-01,Unzufriedenheit,Email,True,True
725,8411,3,2024-08-21,Umzug,Telefon,False,False
726,2027,1,2024-11-25,Umzug,Email,False,False
727,19123,4,2025-12-16,Wettbewerber,Brief,True,False
728,19011,1,2025-11-06,Unzufriedenheit,App,False,False
729,12241,2,2025-10-25,Preiserhöhung,Telefon,True,False
730,10193,12,2025-02-25,Preiserhöhung,Email,False,False
731,16392,1,2023-10-26,Umzug,App,False,False
732,9413,1,2025-06-05,Wettbewerber,Telefon,False,False
733,6923,1,2024-11-30,Umzug,Email,False,False
734,11206,3,2023-03-08,Nicht mehr benötigt,Email,False,False
735,16503,1,2023-01-05,Umzug,Telefon,False,False
736,15316,12,2024-02-03,Wettbewerber,Telefon,True,False
737,14812,1,2024-07-01,Umzug,Telefon,True,True
738,5862,1,2025-11-18,Sonstiges,App,False,False
739,2734,11,2024-07-26,Umzug,Brief,True,False
740,8675,3,2025-09-11,Sonstiges,Telefon,True,False
741,9626,1,2023-10-15,Umzug,Telefon,True,True
742,8703,3,2023-11-21,Preiserhöhung,Telefon,True,True
743,5015,3,2025-05-26,Sonstiges,Telefon,False,False
744,9978,14,2024-08-30,Sonstiges,App,True,False
745,18278,12,2024-07-08,Umzug,Email,True,False
746,15750,1,2023-10-04,Nicht mehr benötigt,Telefon,False,False
747,7202,12,2025-05-11,Nicht mehr benötigt,Telefon,True,True
748,6502,2,2025-10-16,Preiserhöhung,Email,False,False
749,8379,11,2024-06-11,Umzug,Email,False,False
750,14829,2,2023-01-24,Nicht mehr benötigt,Email,True,False
751,5939,2,2023-09-06,Sonstiges,App,False,False
752,11502,3,2024-05-25,Preiserhöhung,Brief,False,False
753,1869,3,2023-10-29,Preiserhöhung,Telefon,True,False
754,11800,1,2024-01-10,Umzug,Email,False,False
755,8549,2,2023-07-04,Sonstiges,App,True,False
756,14911,1,2024-05-29,Unzufriedenheit,Email,False,False
757,9640,3,2023-10-30,Umzug,Telefon,True,True
758,4673,2,2023-08-28,Preiserhöhung,Telefon,True,False
759,4787,1,2025-08-27,Nicht mehr benötigt,App,True,True
760,5383,2,2023-02-17,Wettbewerber,App,True,True
761,13182,3,2025-06-28,Umzug,Telefon,True,False
762,6634,4,2023-07-25,Umzug,Email,False,False
763,18848,12,2025-06-13,Preiserhöhung,Telefon,True,False
764,6964,1,2025-07-26,Wettbewerber,Telefon,False,False
765,3630,2,2023-04-24,Sonstiges,App,True,False
766,17942,4,2024-11-17,Nicht mehr benötigt,App,True,False
767,4551,1,2025-03-11,Nicht mehr benötigt,Email,True,False
768,132,2,2024-03-28,Umzug,Telefon,False,False
769,2859,1,2023-09-02,Preiserhöhung,Telefon,True,False
770,17647,3,2025-09-26,Umzug,Brief,True,False
771,9781,1,2023-08-31,Wettbewerber,Telefon,True,False
772,7885,3,2025-11-05,Umzug,Email,True,True
773,6478,1,2023-07-28,Umzug,Email,True,True
774,8235,2,2023-02-01,Umzug,Telefon,False,False
775,10578,1,2023-09-03,Preiserhöhung,App,True,False
776,14064,1,2024-07-05,Umzug,Email,True,True
777,2519,2,2025-10-09,Preiserhöhung,Email,False,False
778,9630,11,2025-11-13,Umzug,Telefon,True,False
779,6431,1,2024-08-04,Unzufriedenheit,Email,True,False
780,11784,1,2024-08-15,Umzug,Telefon,True,False
781,16516,2,2025-03-12,Nicht mehr benötigt,Email,False,False
782,1228,3,2025-12-28,Nicht mehr benötigt,App,False,False
783,5552,3,2023-10-03,Wettbewerber,App,False,False
784,12339,2,2025-02-28,Umzug,Telefon,False,False
785,604,2,2024-05-23,Unzufriedenheit,App,False,False
786,14877,5,2025-06-30,Nicht mehr benötigt,Email,True,False
787,19224,12,2023-10-06,Preiserhöhung,App,True,False
788,4871,1,2025-01-12,Umzug,App,False,False
789,17366,3,2024-10-19,Unzufriedenheit,App,True,False
790,4314,1,2024-11-28,Sonstiges,Telefon,False,False
791,11005,12,2023-02-24,Preiserhöhung,Telefon,True,False
792,14575,2,2024-06-25,Wettbewerber,App,False,False
793,12982,1,2024-06-18,Wettbewerber,Brief,False,False
794,9459,1,2024-11-28,Umzug,Email,True,False
795,10718,1,2025-11-14,Preiserhöhung,Telefon,False,False
796,8429,3,2025-06-16,Preiserhöhung,Email,False,False
797,4423,3,2024-11-30,Umzug,Email,False,False
798,917,1,2025-01-14,Umzug,Email,False,False
799,17458,1,2023-03-11,Preiserhöhung,Email,False,False
800,14683,2,2023-09-21,Sonstiges,Telefon,False,False
801,9326,3,2024-04-29,Umzug,Email,False,False
802,14640,14,2024-06-11,Umzug,App,True,False
803,14153,2,2023-09-05,Umzug,App,False,False
804,8521,5,2024-07-28,Umzug,Email,False,False
805,19163,3,2025-07-20,Preiserhöhung,App,True,False
806,15724,2,2024-04-05,Umzug,Telefon,False,False
807,2465,3,2024-11-03,Sonstiges,App,False,False
808,19565,12,2025-12-19,Wettbewerber,App,True,True
809,5744,3,2025-05-31,Preiserhöhung,App,True,False
810,13767,3,2025-04-21,Nicht mehr benötigt,Email,True,True
811,4495,3,2024-03-05,Umzug,Telefon,True,False
812,398,1,2024-05-30,Nicht mehr benötigt,App,True,True
813,10546,3,2024-08-19,Umzug,Email,True,False
814,7262,2,2023-06-12,Wettbewerber,App,False,False
815,12469,3,2023-10-10,Preiserhöhung,App,True,False
816,17097,3,2025-02-12,Preiserhöhung,App,True,False
817,14726,12,2024-01-28,Preiserhöhung,App,True,False
818,3648,2,2023-10-24,Nicht mehr benötigt,Brief,True,True
819,13545,3,2024-10-26,Umzug,Telefon,True,False
820,122,11,2024-03-05,Sonstiges,Telefon,True,False
821,14143,2,2023-08-09,Preiserhöhung,App,True,True
822,15164,2,2025-06-15,Wettbewerber,App,True,False
823,16792,1,2025-09-12,Sonstiges,Brief,True,False
824,15753,1,2025-02-12,Umzug,Telefon,True,False
825,10228,1,2023-06-09,Nicht mehr benötigt,Email,True,False
826,11802,1,2023-11-28,Umzug,Telefon,True,False
827,4863,3,2024-11-19,Unzufriedenheit,Telefon,False,False
828,10916,2,2025-09-16,Nicht mehr benötigt,Telefon,False,False
829,7772,1,2025-10-09,Nicht mehr benötigt,App,True,True
830,6923,2,2024-01-28,Preiserhöhung,Telefon,False,False
831,15,3,2025-10-08,Nicht mehr benötigt,Email,False,False
832,3989,3,2024-08-14,Umzug,App,True,True
833,11078,2,2025-01-16,Unzufriedenheit,Telefon,False,False
834,7423,3,2024-05-26,Preiserhöhung,App,True,False
835,18656,2,2025-07-03,Preiserhöhung,Telefon,False,False
836,15335,3,2025-05-06,Umzug,Email,False,False
837,16149,13,2023-08-12,Preiserhöhung,App,True,False
838,4327,2,2025-10-26,Preiserhöhung,Email,True,False
839,14455,1,2023-06-22,Umzug,Email,True,True
840,9550,2,2025-11-02,Preiserhöhung,Email,True,True
841,13795,3,2024-01-10,Umzug,Telefon,False,False
842,16107,2,2025-01-24,Umzug,Telefon,False,False
843,12493,1,2023-10-04,Umzug,App,True,False
844,18935,3,2023-10-19,Wettbewerber,App,True,False
845,17916,2,2024-06-30,Unzufriedenheit,Brief,True,False
846,7077,2,2024-11-02,Umzug,Telefon,False,False
847,10703,2,2023-10-03,Preiserhöhung,Email,False,False
848,18861,3,2025-09-28,Sonstiges,App,True,False
849,13431,2,2024-04-25,Sonstiges,Email,False,False
850,5579,2,2025-06-25,Preiserhöhung,Email,False,False
851,17936,1,2024-12-23,Umzug,Telefon,True,False
852,12715,1,2025-10-13,Unzufriedenheit,Email,True,False
853,5608,1,2024-07-04,Umzug,Brief,False,False
854,7830,3,2023-10-14,Preiserhöhung,App,True,False
855,10184,3,2023-07-23,Unzufriedenheit,Brief,True,True
856,4852,2,2024-11-29,Umzug,Brief,True,False
857,3763,3,2024-11-30,Preiserhöhung,Telefon,False,False
858,6374,1,2025-02-21,Wettbewerber,Telefon,False,False
859,5023,3,2025-06-06,Unzufriedenheit,Brief,True,False
860,6874,1,2025-08-06,Nicht mehr benötigt,Telefon,True,False
861,18622,1,2024-11-09,Preiserhöhung,Email,False,False
862,9263,3,2025-08-26,Umzug,Brief,False,False
863,11814,1,2025-06-16,Umzug,App,True,False
864,11712,2,2025-06-14,Wettbewerber,Telefon,False,False
865,6068,2,2023-10-16,Umzug,App,False,False
866,17399,3,2025-07-18,Nicht mehr benötigt,Email,True,False
867,16684,2,2025-09-04,Preiserhöhung,Brief,False,False
868,19768,2,2024-08-07,Preiserhöhung,App,True,True
869,17848,2,2025-06-29,Umzug,Email,True,False
870,14040,12,2025-03-18,Umzug,Email,False,False
871,9790,3,2024-06-24,Wettbewerber,App,True,False
872,535,1,2024-07-09,Umzug,Email,True,True
873,14889,12,2025-06-02,Preiserhöhung,Telefon,False,False
874,3989,2,2023-11-08,Preiserhöhung,Telefon,False,False
875,3453,12,2023-06-09,Sonstiges,App,True,False
876,18684,11,2024-04-10,Preiserhöhung,Telefon,True,False
877,4217,12,2025-10-30,Sonstiges,App,False,False
878,13259,2,2023-07-15,Nicht mehr benötigt,Brief,True,True
879,12378,13,2023-12-06,Wettbewerber,Email,True,False
880,1086,1,2024-08-14,Unzufriedenheit,App,False,False
881,19871,2,2025-04-03,Preiserhöhung,Telefon,True,False
882,2979,1,2023-05-04,Umzug,Email,False,False
883,12456,1,2025-11-19,Unzufriedenheit,Email,True,False
884,7413,2,2025-06-13,Umzug,Telefon,True,True
885,12096,4,2025-10-24,Umzug,App,False,False
886,14572,3,2024-05-13,Umzug,Email,True,False
887,7996,3,2025-05-12,Wettbewerber,Email,True,False
888,9009,15,2025-06-21,Preiserhöhung,Email,True,False
889,10037,3,2025-04-14,Unzufriedenheit,Email,False,False
890,18807,11,2023-04-21,Preiserhöhung,Email,True,False
891,19468,2,2023-08-30,Wettbewerber,App,True,True
892,18580,1,2023-09-08,Preiserhöhung,Telefon,True,False
893,6063,12,2024-07-28,Unzufriedenheit,Email,False,False
894,10802,2,2023-07-07,Nicht mehr benötigt,App,True,False
895,1717,12,2023-04-28,Nicht mehr benötigt,App,True,True
896,14885,1,2025-01-13,Nicht mehr benötigt,Telefon,True,True
897,3708,3,2024-10-01,Umzug,Telefon,True,False
898,12527,15,2024-08-09,Wettbewerber,App,True,True
899,11537,12,2025-05-23,Wettbewerber,Telefon,False,False
900,4971,1,2023-03-03,Preiserhöhung,Email,True,True
901,13200,1,2024-09-05,Umzug,App,True,True
902,17887,1,2023-10-06,Preiserhöhung,Email,True,False
903,15467,3,2025-08-16,Umzug,Email,False,False
904,1498,11,2025-05-10,Wettbewerber,Brief,False,False
905,1514,2,2023-04-29,Preiserhöhung,Email,True,False
906,17984,3,2025-06-27,Umzug,Email,False,False
907,12683,1,2024-12-09,Unzufriedenheit,Email,True,False
908,18950,3,2025-03-19,Umzug,App,True,False
909,12412,2,2023-06-30,Wettbewerber,Email,False,False
910,1825,2,2023-12-04,Nicht mehr benötigt,Telefon,False,False
911,4120,11,2025-06-18,Umzug,Telefon,True,False
912,18997,3,2023-12-23,Unzufriedenheit,Email,True,False
913,9860,3,2024-04-19,Nicht mehr benötigt,Email,False,False
914,853,2,2023-11-03,Sonstiges,Email,False,False
915,16093,11,2024-08-13,Unzufriedenheit,Telefon,False,False
916,17024,2,2025-06-23,Wettbewerber,Telefon,True,False
917,4514,2,2024-09-30,Preiserhöhung,App,False,False
918,14929,3,2024-05-08,Wettbewerber,Email,True,False
919,7337,14,2025-03-28,Wettbewerber,Email,True,True
920,14291,5,2024-10-20,Preiserhöhung,Email,False,False
921,2218,3,2025-09-20,Preiserhöhung,Email,True,False
922,6027,1,2025-06-06,Umzug,Telefon,False,False
923,11432,2,2025-01-04,Wettbewerber,App,True,False
924,11037,2,2024-10-08,Wettbewerber,App,True,True
925,10163,1,2024-12-25,Umzug,App,True,True
926,12079,2,2024-09-14,Sonstiges,App,False,False
927,8922,14,2025-08-30,Nicht mehr benötigt,Telefon,False,False
928,2695,3,2023-03-11,Umzug,Telefon,True,False
929,10795,12,2023-05-04,Nicht mehr benötigt,App,True,True
930,13991,1,2025-04-20,Sonstiges,Email,True,False
931,994,5,2025-06-26,Wettbewerber,App,False,False
932,14765,3,2025-11-09,Nicht mehr benötigt,Telefon,True,False
933,4703,3,2024-07-10,Nicht mehr benötigt,App,False,False
934,13857,3,2024-03-06,Wettbewerber,Email,False,False
935,16520,14,2023-05-28,Unzufriedenheit,Email,True,False
936,11397,2,2023-04-26,Preiserhöhung,Telefon,True,False
937,7095,1,2024-06-10,Nicht mehr benötigt,App,False,False
938,15070,3,2024-06-22,Sonstiges,App,True,False
939,6433,3,2023-07-25,Sonstiges,Telefon,True,False
940,10511,11,2023-08-17,Nicht mehr benötigt,Email,True,False
941,11489,2,2023-11-16,Umzug,Email,False,False
942,8041,1,2024-11-06,Wettbewerber,Email,True,True
943,10392,1,2023-04-27,Umzug,Email,False,False
